,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State,Civilian labour force,Employed poulation,Rate of Unemployment,Unemployed population
605,Cooke,6989.997868,11420.174840000001,285.90163989999996,0.0,38437,TX,19752.0,19024.0,4.0,728.0
606,Cooper,3319.634454,4643.0011859999995,1186.027665,0.0,17601,MO,7616.0,7176.0,6.0,440.0
607,Coos,6561.543718999999,8870.771293000002,473.95328099999995,16.51708613,33055,NH,14755.0,14111.0,4.0,644.0
608,Coos,9494.864747,16016.54925,640.8133283,0.0,63043,OR,25947.0,24020.0,7.0,1927.0
609,Coosa,4088.011039,4450.703351,751.2303076000001,0.0,11539,AL,4426.0,4130.0,7.0,296.0
610,Copiah,11361.2764,13095.72624,1450.367554,0.141451238,29449,MS,11260.0,10447.0,7.0,813.0
611,Corson,2837.105826,2837.105826,2548.879227,2072.815129,4050,SD,1488.0,1412.0,5.0,76.0
612,Cortland,6799.003659999999,12333.66544,232.56031569999996,0.0,49336,NY,23403.0,22028.0,6.0,1375.0
613,Coryell,13084.87384,20850.235819999998,887.6912242000001,8.795806004,75388,TX,24484.0,23318.0,5.0,1166.0
614,Coshocton,10053.48355,13545.99084,529.6245117,0.0,36901,OH,15850.0,14841.0,6.0,1009.0
615,Costilla,1951.5076239999999,1951.5076239999999,1950.500864,1564.113686,3524,CO,1622.0,1518.0,6.0,104.0
616,Cottle,138.0196118,315.0032318,67.56768476,0.031093724,1505,TX,545.0,506.0,7.0,39.0
617,Cotton,1434.560691,1766.333973,145.6491385,0.0,6193,OK,2861.0,2742.0,4.0,119.0
618,Cottonwood,2107.220261,2501.3264870000003,1348.192293,0.0,11687,MN,5788.0,5513.0,5.0,275.0
619,Covington,9690.511288,13958.5889,875.907966,0.0,37765,AL,15457.0,14353.0,7.0,1104.0
620,Covington,7997.143317,8910.420228,0.0,0.0,19568,MS,7967.0,7501.0,6.0,466.0
621,Covington,541.1598829,1493.914335,0.0,0.0,5961,VA,2418.0,2272.0,6.0,146.0
622,Coweta,22095.9298,29665.012580000002,0.0,0.0,127317,GA,67859.0,64257.0,5.0,3602.0
623,Cowley,4331.224652,9764.348361,1022.993232,69.59809321,36311,KS,17042.0,16263.0,5.0,779.0
624,Cowlitz,20213.898569999998,29750.437060000004,342.2311773,0.0,102410,WA,44124.0,40697.0,8.0,3427.0
625,Craig,4065.877857,5535.425659,1008.612431,0.0,15029,OK,6261.0,5958.0,5.0,303.0
626,Craig,1066.317867,1245.964174,215.9961477,0.0,5190,VA,2380.0,2249.0,6.0,131.0
627,Craighead,21414.63975,31861.89074,221.71755919999998,0.0,96443,AR,50999.0,48745.0,4.0,2254.0
628,Crane,177.4161111,798.8022004,48.2394724,0.0,4375,TX,1835.0,1730.0,6.0,105.0
629,Craven,19486.465519999998,28296.142789999998,70.38637578,0.0,103505,NC,41340.0,38837.0,6.0,2503.0
630,Crawford,18242.896969999998,24200.93793,2140.535043,0.0,61948,AR,26854.0,25460.0,5.0,1394.0
631,Crawford,4527.483386999999,4841.5858259999995,5.172406575,0.0,12630,GA,5576.0,5225.0,6.0,351.0
632,Crawford,3134.973648,3918.066743,901.7799198999999,0.0,17096,IA,8754.0,8386.0,4.0,368.0
633,Crawford,4041.118908,6074.279571,258.9548376,0.0,19817,IL,9629.0,9059.0,6.0,570.0
634,Crawford,3652.722025,3897.3411880000003,466.0647756,0.0,10713,IN,4918.0,4621.0,6.0,297.0
635,Crawford,9989.946856999999,14417.99866,642.0808477999999,0.0,39134,KS,18928.0,17964.0,5.0,964.0
636,Crawford,4277.485487,4782.657035,482.5597058999999,0.0,14074,MI,5264.0,4852.0,8.0,412.0
637,Crawford,7036.172198,8856.656115,384.35578960000004,0.0,24696,MO,10911.0,10254.0,6.0,657.0
638,Crawford,5182.043331,11357.36154,0.0,0.0,43784,OH,19074.0,17968.0,6.0,1106.0
639,Crawford,21409.98055,28123.04085,497.67748150000006,0.0,88765,PA,41044.0,38908.0,5.0,2136.0
640,Crawford,4974.551294,5633.468546,710.8909084,0.0,16644,WI,7910.0,7448.0,6.0,462.0
641,Creek,17000.07974,21944.88657,205.3267939,0.0,69967,OK,31339.0,29781.0,5.0,1558.0
642,Crenshaw,4810.3498979999995,5059.656529,2202.067047,0.0,13906,AL,6355.0,5974.0,6.0,381.0
643,Crisp,9247.031066,11338.47609,55.45272286,0.0,23439,GA,9426.0,8781.0,7.0,645.0
644,Crittenden,7034.807288,18809.13404,166.6876384,0.0,50902,AR,21424.0,20102.0,6.0,1322.0
645,Crittenden,2872.888941,3378.2052329999997,0.0,0.0,9315,KY,3823.0,3617.0,5.0,206.0
646,Crockett,4257.949336,5684.478341,55.93894883,0.0,14586,TN,6811.0,6372.0,6.0,439.0
647,Crockett,291.03017969999996,1267.147628,112.09522700000001,40.23576013,3719,TX,1899.0,1785.0,6.0,114.0
648,Crook,3194.9624989999998,4655.428538,522.1883899000001,104.1441988,20978,OR,9022.0,8269.0,8.0,753.0
649,Crook,2144.3882399999998,2236.728165,1834.5036469999998,750.6047999,7083,WY,3716.0,3586.0,4.0,130.0
650,Crosby,475.0667039,1513.980411,113.74777350000001,0.0,6059,TX,2645.0,2531.0,4.0,114.0
651,Cross,4718.878537,6604.276811,1021.6584320000001,0.0,17870,AR,8101.0,7663.0,5.0,438.0
652,Crowley,3272.968313,3275.564395,1745.1125350000002,40.58797846,5823,CO,1353.0,1293.0,4.0,60.0
653,Culberson,1028.16184,1309.823307,86.55948535,64.6897877,2398,TX,1039.0,996.0,4.0,43.0
654,Cullman,25025.94353,30163.369239999996,271.83245469999997,0.0,80406,AL,36384.0,34472.0,5.0,1912.0
655,Culpeper,6318.403536,8701.845636,164.6368898,0.0,46689,VA,23103.0,22098.0,4.0,1005.0
656,Cumberland,2490.636172,2766.5952260000004,16.18737297,0.0,11048,IL,5904.0,5593.0,5.0,311.0
657,Cumberland,2883.947772,3251.494304,86.57621126,0.0,6856,KY,2906.0,2733.0,6.0,173.0
658,Cumberland,33072.592319999996,49906.84521,18.71204609,0.0,281674,ME,157921.0,152496.0,3.0,5425.0
659,Cumberland,55640.945320000006,96744.25933,59.08195542,0.0,319431,NC,126260.0,117036.0,7.0,9224.0
660,Cumberland,22859.05356,42489.825339999996,144.1272885,0.0,156898,NJ,68117.0,62100.0,9.0,6017.0
661,Cumberland,18081.93815,35653.70351,7.560814664,0.0,235406,PA,128389.0,123266.0,4.0,5123.0
662,Cumberland,17716.051330000002,20586.6614,1170.520698,0.0,56053,TN,22892.0,21274.0,7.0,1618.0
663,Cumberland,3828.011813,3828.011813,2074.045607,0.0,10052,VA,4555.0,4320.0,5.0,235.0
664,Cuming,1671.650735,1903.095871,872.5862133999999,0.0,9139,NE,4839.0,4710.0,3.0,129.0
665,Currituck,5117.485268,5583.5835369999995,648.7083326000001,0.0,23547,NC,12848.0,12103.0,6.0,745.0
666,Curry,9249.511749,16115.188380000001,604.2275903,143.60834409999998,48376,NM,21806.0,20743.0,5.0,1063.0
667,Curry,4243.038354,6375.757301,371.8827893,40.35760262,22364,OR,8712.0,7994.0,8.0,718.0
668,Custer,991.5077694,1011.493817,347.1336888,31.00259568,4255,CO,1988.0,1918.0,4.0,70.0
669,Custer,896.8281119,1088.28902,370.5338602,151.3679157,4368,ID,2129.0,1986.0,7.0,143.0
670,Custer,2348.529876,3816.3315509999998,235.17777169999997,117.5402317,11699,MT,6378.0,6168.0,3.0,210.0
671,Custer,2609.17635,3302.1642239999996,1990.207236,393.3076187,10939,NE,6284.0,6144.0,2.0,140.0
672,Custer,4468.685915,7848.929644,1221.987617,42.04202425,27469,OK,15655.0,15020.0,4.0,635.0
673,Custer,1375.8261029999999,1611.17604,588.3346864,45.65198762,8216,SD,3956.0,3788.0,4.0,168.0
674,Cuyahoga,49812.87535,243367.2756,0.0,0.0,1280122,OH,608690.0,577037.0,5.0,31653.0
675,Dade,4841.960903,5323.566415,55.85640032,0.0,16633,GA,7853.0,7423.0,6.0,430.0
676,Dade,2281.779551,2786.717741,257.32484680000005,0.0,7883,MO,3571.0,3390.0,5.0,181.0
677,Daggett,356.23429419999997,356.23429419999997,356.23429419999997,356.23429419999997,1059,UT,468.0,446.0,5.0,22.0
678,Dakota,22455.299369999997,48834.515960000004,0.0,0.0,398552,MN,232285.0,224645.0,3.0,7640.0
679,Dakota,2437.262678,5408.309979,316.371546,0.0,21006,NE,10994.0,10605.0,4.0,389.0
680,Dale,13133.77808,17115.07073,455.6984131,0.0,50251,AL,19837.0,18575.0,6.0,1262.0
681,Dallam,1432.925624,2477.534842,396.64552280000004,67.96510390000002,6703,TX,4004.0,3917.0,2.0,87.0
682,Dallas,13417.272640000001,20618.12848,2988.041713,0.0,43820,AL,15589.0,14094.0,10.0,1495.0
683,Dallas,2376.871389,3329.405486,555.6659076000001,0.0,8116,AR,2873.0,2666.0,7.0,207.0
684,Dallas,5174.594848,8924.522331999999,0.0,0.0,66135,IA,43706.0,42445.0,3.0,1261.0
685,Dallas,5077.924897,5593.358658,1358.833991,0.0,16777,MO,6981.0,6546.0,6.0,435.0
686,Dallas,209789.2427,594338.2916,0.0,0.0,2368139,TX,1261721.0,1207803.0,4.0,53918.0
687,Dane,34906.89262,72511.95252,3.31068297,0.0,488073,WI,310992.0,301087.0,3.0,9905.0
688,Daniels,611.4978286,611.4978286,611.4978286,611.4978286,1751,MT,942.0,918.0,3.0,24.0
689,Danville,3946.057685,15931.534819999999,0.0,0.0,43055,VA,19117.0,17735.0,7.0,1382.0
690,Dare,5224.804709,7245.662426000001,354.3824722,0.0,33920,NC,20299.0,18785.0,8.0,1514.0
691,Darke,9114.168435,13099.62315,52.85202417,0.0,52959,OH,26215.0,25098.0,4.0,1117.0
692,Darlington,19834.23622,25019.71854,4.147015904,0.0,68681,SC,30066.0,27851.0,7.0,2215.0
693,Dauphin,41276.46361,57707.06876,0.0,0.0,268100,PA,140983.0,134421.0,5.0,6562.0
694,Davidson,36736.188969999996,48275.757139999994,0.0,0.0,162878,NC,78735.0,74355.0,6.0,4380.0
695,Davidson,60391.8204,163486.12900000002,0.0,0.0,626681,TN,363536.0,347645.0,4.0,15891.0
696,Davie,10331.93131,11957.48481,0.0,0.0,41240,NC,19848.0,18849.0,5.0,999.0
697,Daviess,6503.5423359999995,10092.33777,0.0,0.0,31648,IN,15695.0,15101.0,4.0,594.0
698,Daviess,10028.607740000001,21823.20214,133.2284179,0.0,96656,KY,45150.0,43062.0,5.0,2088.0
699,Daviess,2447.49694,2680.058111,770.8736913,0.0,8433,MO,4088.0,3901.0,5.0,187.0
700,Davis,2360.727862,2716.4474600000003,474.87758669999994,0.0,8753,IA,4179.0,3992.0,5.0,187.0
701,Davis,16609.93489,43227.96465,0.0,0.0,306479,UT,160321.0,154896.0,3.0,5425.0
702,Davison,2037.426622,4580.2841100000005,260.4174989,0.0,19504,SD,11305.0,11018.0,3.0,287.0
703,Dawes,1336.368483,2878.974405,811.2643416,565.4011857999999,9182,NE,5250.0,5114.0,3.0,136.0
704,Dawson,5444.213085,6146.333344,0.0,0.0,22330,GA,10945.0,10387.0,5.0,558.0
705,Dawson,1492.529958,2074.482589,423.255614,246.8746208,8966,MT,4813.0,4662.0,3.0,151.0
706,Dawson,5083.722079,8067.265003,721.885956,10.67618388,24326,NE,13062.0,12648.0,3.0,414.0
707,Dawson,2239.336197,4798.25808,524.1842196,74.05364329,13833,TX,4769.0,4553.0,5.0,216.0
708,Day,1468.248501,1714.003596,1100.395246,6.929165762999999,5710,SD,2855.0,2712.0,5.0,143.0
709,DeKalb,28122.49913,31679.668889999997,0.0,0.0,71109,AL,28767.0,27022.0,6.0,1745.0
710,DeKalb,62843.42535,168201.4999,0.0,0.0,691893,GA,373115.0,350620.0,6.0,22495.0
711,DeKalb,17601.6384,30065.1573,39.72692422,0.0,105160,IL,54601.0,51549.0,6.0,3052.0
712,DeKalb,8122.648058,11294.86794,0.0,0.0,42223,IN,21784.0,20887.0,4.0,897.0
713,DeKalb,2851.9812420000003,3590.7473630000004,1745.3545170000002,0.0,12892,MO,5050.0,4816.0,5.0,234.0
714,DeKalb,6500.982977000001,7538.194262000001,90.48651571,0.0,18723,TN,7354.0,6849.0,7.0,505.0
715,DeSoto,8962.605604999999,13363.625540000001,168.20542939999999,0.006602451,34862,FL,13379.0,12601.0,6.0,778.0
716,DeSoto,24571.844830000002,37466.04339,433.1802541,0.0,161252,MS,84566.0,80508.0,5.0,4058.0
717,DeWitt,4819.639805,7399.526936,470.5907034,0.0,20097,TX,10045.0,9645.0,4.0,400.0
718,Dearborn,10383.330390000001,11197.20483,0.0,0.0,50047,IN,25214.0,23920.0,5.0,1294.0
719,Decatur,8065.134620000001,9376.044658,718.7861707000001,0.0,27842,GA,11394.0,10620.0,7.0,774.0
720,Decatur,2009.5587649999998,3134.527911,357.7277917,0.0,8457,IA,4431.0,4285.0,3.0,146.0
721,Decatur,4713.648393,6504.7316439999995,1000.4662390000001,0.0,25740,IN,14293.0,13711.0,4.0,582.0
722,Decatur,472.66584850000004,629.8486329,229.4345498,0.001293458,2961,KS,1351.0,1301.0,4.0,50.0
723,Decatur,4236.357951,5074.040672,318.13642660000005,0.0,11757,TN,4704.0,4334.0,8.0,370.0
724,Defiance,6986.656496,10555.952440000001,0.0,0.0,39037,OH,18671.0,17756.0,5.0,915.0
725,Delaware,3566.001425,4599.586547999999,320.3662268,0.0,17764,IA,10692.0,10328.0,3.0,364.0
726,Delaware,14686.034930000002,36095.57419,0.0,0.0,117671,IN,54442.0,51339.0,6.0,3103.0
727,Delaware,11082.82158,12576.12927,435.6799525,0.0,47980,NY,19609.0,18435.0,6.0,1174.0
728,Delaware,11426.92257,19295.9204,0.0,0.0,174214,OH,102340.0,98729.0,4.0,3611.0
729,Delaware,17315.93295,18735.23375,2790.583596,0.0,41487,OK,17475.0,16609.0,5.0,866.0
730,Delaware,20829.236569999997,71187.68368999999,0.0,0.0,558979,PA,291513.0,277251.0,5.0,14262.0
731,Delta,6396.396764,8528.008081,140.2096785,0.000175539,30952,CO,13438.0,12670.0,6.0,768.0
732,Delta,6286.887422,8878.260218000001,1245.20192,109.48740959999999,37069,MI,17210.0,16042.0,7.0,1168.0
733,Delta,1150.8309060000001,1507.502536,138.7677642,0.0,5231,TX,2592.0,2474.0,5.0,118.0
734,Denali,338.3124912,338.3124912,338.3124912,338.3124912,1826,AK,1072.0,978.0,9.0,94.0
735,Dent,4002.232985,5330.53945,929.8995225,2.205248609,15657,MO,6301.0,5934.0,6.0,367.0
736,Denton,52777.48176,108522.7169,150.0762317,0.0,662614,TX,428166.0,412960.0,4.0,15206.0
737,Denver,41455.39171,140254.8449,0.0,0.0,600158,CO,375443.0,361592.0,4.0,13851.0
738,Deschutes,18471.95422,33398.46858,107.2283831,1.8937949859999998,157733,OR,84757.0,79773.0,6.0,4984.0
739,Desha,3612.6386509999998,6032.432076,518.8790372,0.0,13008,AR,5547.0,5142.0,7.0,405.0
740,Deuel,278.52786660000004,322.6179556,143.81760369999998,0.0,1941,NE,1074.0,1047.0,3.0,27.0
741,Deuel,1197.456159,1197.456159,1161.98795,334.1794913,4364,SD,2306.0,2191.0,5.0,115.0
742,Dewey,1831.642283,1831.642283,1831.642283,1196.765255,4810,OK,2496.0,2406.0,4.0,90.0
743,Dewey,1278.531698,1955.690463,1004.864313,765.9133331,5301,SD,2289.0,2025.0,12.0,264.0
744,Dickens,620.309946,814.8648271000001,154.07252869999996,8.384648523,2444,TX,702.0,670.0,5.0,32.0
745,Dickenson,7067.53354,7530.750209000001,17.61577158,0.0,15903,VA,4911.0,4415.0,10.0,496.0
746,Dickey,1345.91731,1568.373987,1120.881247,888.1749675000001,5289,ND,2553.0,2506.0,2.0,47.0
747,Dickinson,1903.1129469999998,2848.9535260000002,55.85067647,0.0,16667,IA,10217.0,9817.0,4.0,400.0
748,Dickinson,3127.167287,4749.07045,881.4762882000001,0.0,19754,KS,9520.0,9028.0,5.0,492.0
749,Dickinson,3777.397018,5922.752733,738.9043201000001,25.36972837,26168,MI,12583.0,11871.0,6.0,712.0
750,Dickson,11829.95492,14367.83128,590.0989797,0.0,49666,TN,24053.0,22746.0,5.0,1307.0
751,Dillingham,1461.435536,1526.455009,800.40912,536.2896211,4847,AK,2044.0,1846.0,10.0,198.0
752,Dillon,12069.23915,15669.001919999999,0.00077895,0.0,32062,SC,12674.0,11583.0,9.0,1091.0
753,Dimmit,3274.6443329999997,4918.8711140000005,644.9739778,19.4107634,9996,TX,7156.0,6825.0,5.0,331.0
754,Dinwiddie,6648.8274200000005,7799.1563510000005,995.7182961000001,0.0,28001,VA,13311.0,12589.0,5.0,722.0
755,Divide,248.677202,307.25349480000006,161.9098966,17.70102026,2071,ND,1816.0,1783.0,2.0,33.0
756,Dixie,6709.854254,7473.755391,452.1772785,122.1569619,16422,FL,5587.0,5239.0,6.0,348.0
757,Dixon,2183.993783,2183.993783,772.2284475,0.0,6000,NE,3082.0,2980.0,3.0,102.0
758,Doddridge,4212.674378,4377.85145,82.15002445,0.0,8202,WV,3634.0,3433.0,6.0,201.0
759,Dodge,6233.707406,8470.985776000001,0.0,0.0,21796,GA,6957.0,6374.0,8.0,583.0
760,Dodge,2028.3523690000002,2963.37442,142.7515305,0.0,20087,MN,11454.0,11028.0,4.0,426.0
761,Dodge,4740.256438,9231.411993000002,1240.551832,0.0,36691,NE,19093.0,18471.0,3.0,622.0
762,Dodge,9899.122761,15837.156330000002,0.0,0.0,88759,WI,47580.0,45483.0,4.0,2097.0
763,Dolores,556.4263298,739.9843222999999,178.52117890000002,22.04015248,2064,CO,1322.0,1281.0,3.0,41.0
764,Doniphan,2718.1160059999997,2718.1160059999997,1418.241887,0.0,7945,KS,4319.0,4132.0,4.0,187.0
765,Donley,637.1802993,870.9661882000001,190.73161330000002,1.12e-05,3677,TX,1592.0,1526.0,4.0,66.0
766,Dooly,5707.715120000001,6662.002603,2298.667739,0.0,14918,GA,4759.0,4400.0,8.0,359.0
767,Door,5029.788264,6536.404357,149.01309709999998,0.0,27785,WI,15495.0,14465.0,7.0,1030.0
768,Dorchester,5959.185707,7716.099918000001,475.70981550000005,0.0,32618,MD,15846.0,14714.0,7.0,1132.0
769,Dorchester,17690.941440000002,31076.148530000002,559.2618094,0.0,136555,SC,72712.0,68732.0,6.0,3980.0
770,Dougherty,25642.60906,40129.207519999996,24.49999241,0.0,94565,GA,37879.0,34958.0,8.0,2921.0
771,Douglas,10655.0203,20360.92008,176.2552628,3.86e-05,285465,CO,172093.0,166762.0,3.0,5331.0
772,Douglas,22300.5789,32338.110080000002,12.72776388,0.0,132403,GA,68340.0,64014.0,6.0,4326.0
773,Douglas,2824.030525,4432.113264,435.69463229999997,0.0,19980,IL,10082.0,9586.0,5.0,496.0
774,Douglas,8118.036007,28188.708039999998,1.419932901,0.0,110826,KS,64763.0,62375.0,4.0,2388.0
775,Douglas,7139.581908,9243.42673,2328.86405,0.0,36009,MN,20138.0,19452.0,3.0,686.0
776,Douglas,6354.1785820000005,7181.87503,1899.4762440000002,0.0,13684,MO,5040.0,4698.0,7.0,342.0
777,Douglas,21552.22641,95429.07237000001,0.0,0.0,517110,NE,286727.0,277240.0,3.0,9487.0
778,Douglas,8658.775963,9593.972256000001,668.0588318,4.443635335,46997,NV,22496.0,20982.0,7.0,1514.0
779,Douglas,22937.09337,33780.6387,3913.00101,298.8783639,107667,OR,44369.0,41043.0,8.0,3326.0
780,Douglas,1084.353903,1084.353903,1009.6658279999999,262.16808480000003,3002,SD,1670.0,1629.0,3.0,41.0
781,Douglas,10052.09389,13251.20415,1293.582551,21.38239597,38431,WA,19776.0,18503.0,6.0,1273.0
782,Douglas,5231.207836,10031.77999,1887.545769,0.24747055699999998,44159,WI,23371.0,22213.0,5.0,1158.0
783,Drew,4523.38947,6168.874635,768.5361641,0.0,18509,AR,7926.0,7374.0,7.0,552.0
784,DuPage,36481.815630000005,100650.2296,0.0,0.0,916924,IL,512100.0,487789.0,5.0,24311.0
785,Dubois,3930.1156920000003,5832.1710969999995,307.7878493,0.0,41889,IN,22675.0,21906.0,3.0,769.0
786,Dubuque,9509.830125,18923.0008,50.56735708,0.0,93653,IA,55757.0,53701.0,4.0,2056.0
787,Duchesne,3502.700374,4671.231759,1403.682739,314.1552651,18607,UT,8827.0,8162.0,8.0,665.0
788,Dukes,1828.974905,2567.4122350000002,14.47929737,0.0,16535,MA,9455.0,8838.0,7.0,617.0
789,Dundy,345.1326345,418.0889728,219.9866858,6.427737725,2008,NE,1197.0,1172.0,2.0,25.0
790,Dunklin,6475.971426,11705.86793,0.714055553,0.0,31953,MO,13128.0,12072.0,8.0,1056.0
791,Dunn,1092.7385570000001,1092.7385570000001,1063.473109,937.0555904999999,3536,ND,4020.0,3941.0,2.0,79.0
792,Dunn,8103.155403,9889.327876000001,796.2001303,0.0,43857,WI,23792.0,22723.0,5.0,1069.0
793,Duplin,23254.50489,26978.88932,156.5793861,0.0,58505,NC,26488.0,24969.0,6.0,1519.0
794,Durham,23698.63913,66730.40824,7.781795107000001,0.0,267587,NC,156610.0,148757.0,5.0,7853.0
795,Dutchess,30289.71626,44592.9006,0.0,0.0,297488,NY,144065.0,137603.0,5.0,6462.0
796,Duval,75222.22843999999,195008.1037,0.0,0.0,864263,FL,460613.0,433842.0,6.0,26771.0
797,Duval,3473.763754,5340.621456,1775.9693379999999,10.91185318,11782,TX,5234.0,4811.0,8.0,423.0
798,Dyer,11680.33455,15085.676980000002,39.82961068,0.0,38335,TN,16635.0,15443.0,7.0,1192.0
799,Eagle,6280.035534000001,10286.592270000001,187.8214931,0.583651756,52197,CO,32734.0,31707.0,3.0,1027.0
800,Early,4324.876171,5493.058883,249.65834300000003,0.0,11008,GA,4358.0,4056.0,7.0,302.0
801,Eastland,3970.786862,6374.880773,1636.3013130000002,0.0,18583,TX,8031.0,7652.0,5.0,379.0
802,Eaton,14536.044,20205.69581,6.845125277,0.0,107759,MI,55764.0,53296.0,4.0,2468.0
803,Echols,1963.914656,2163.607959,108.8148185,8.526120577999999,4034,GA,1866.0,1779.0,5.0,87.0
804,Ector,18164.01632,38887.102530000004,1084.692774,2.0312799669999997,137130,TX,79709.0,76012.0,5.0,3697.0
805,Eddy,320.70540980000004,421.0633869,227.9654415,79.62591422,2385,ND,1271.0,1210.0,5.0,61.0
806,Eddy,10423.05451,16588.456140000002,1205.670263,118.6283291,53829,NM,29685.0,28226.0,5.0,1459.0
807,Edgar,3894.458492,5535.949522,1599.869533,0.0,18576,IL,9428.0,8839.0,6.0,589.0
808,Edgecombe,17081.25273,23400.18548,0.0,0.0,56552,NC,22820.0,20635.0,10.0,2185.0
809,Edgefield,7486.169440000001,10301.08899,436.9261887,0.0,26985,SC,10668.0,9991.0,6.0,677.0
810,Edmonson,4546.652293,4834.9414990000005,97.18448499,0.0,12161,KY,4640.0,4312.0,7.0,328.0
811,Edmunds,814.0352947,852.306264,708.8861557,261.9685335,4071,SD,2215.0,2160.0,3.0,55.0
812,Edwards,1087.981967,1338.3525140000002,264.024029,0.0,6721,IL,2943.0,2768.0,6.0,175.0
813,Edwards,452.8601017,592.6987748,151.8419447,7.869154622000001,3037,KS,1749.0,1696.0,3.0,53.0
814,Edwards,258.0118773,561.8096753,201.83044219999996,121.2133824,2002,TX,864.0,824.0,5.0,40.0
815,Effingham,12665.09306,14035.56206,49.0609208,0.0,52250,GA,27172.0,25783.0,5.0,1389.0
816,Effingham,5618.505939,7090.442779000001,721.2757052000001,0.0,34242,IL,18410.0,17527.0,5.0,883.0
817,Elbert,2940.480118,3010.110897,1508.9716449999999,532.3202415,23086,CO,13256.0,12839.0,3.0,417.0
818,Elbert,8319.507429000001,9908.428265,353.0009753,0.0,20166,GA,7613.0,7048.0,7.0,565.0
819,Elk,1441.88174,1441.88174,1436.1054279999998,615.3477159,2882,KS,1280.0,1219.0,5.0,61.0
820,Elk,5022.270539,7682.998881999999,20.05759049,0.0,31946,PA,16329.0,15524.0,5.0,805.0
821,Elkhart,24306.72265,52238.98527,0.0,0.0,197559,IN,104716.0,100644.0,4.0,4072.0
822,Elko,4839.534842,7556.5515829999995,1148.320073,891.5694835,48818,NV,26947.0,25564.0,5.0,1383.0
823,Elliott,4520.820625,4569.606366,10.47445306,0.0,7852,KY,2121.0,1912.0,10.0,209.0
824,Ellis,3198.888623,7830.379201000001,861.3833473999999,0.0,28452,KS,17522.0,16999.0,3.0,523.0
825,Ellis,1400.173534,1400.173534,1394.2304689999999,1168.786483,4151,OK,2391.0,2294.0,4.0,97.0
826,Ellis,26460.24917,36276.671610000005,10.35178864,0.0,149610,TX,80881.0,77700.0,4.0,3181.0
827,Ellsworth,1232.718783,1745.0258170000002,716.5099395,0.0,6497,KS,2939.0,2831.0,4.0,108.0
828,Elmore,19029.49825,21381.87844,14.487492199999998,0.0,79303,AL,36743.0,34897.0,5.0,1846.0
829,Elmore,5007.3278390000005,8138.476486,1380.7791140000002,918.3381421,27038,ID,10734.0,10222.0,5.0,512.0
830,Emanuel,9375.084531,11467.806129999999,2464.933632,0.0,22598,GA,8317.0,7590.0,9.0,727.0
831,Emery,2393.024444,2879.2977300000002,1320.8941869999999,384.4730396,10976,UT,4413.0,4145.0,6.0,268.0
832,Emmet,1162.825345,2263.0234149999997,488.9980629,0.0,10302,IA,5667.0,5455.0,4.0,212.0
833,Emmet,6503.806257,7493.37589,1668.2406369999999,0.0,32694,MI,17604.0,16335.0,7.0,1269.0
834,Emmons,843.6454562000001,905.8063552000001,588.7244656,127.4275129,3550,ND,1553.0,1476.0,5.0,77.0
835,Emporia,197.7968228,1768.3958309999998,0.0,0.0,5927,VA,2245.0,2089.0,7.0,156.0
836,Erath,10781.8575,15018.10195,1188.482478,14.93617784,37890,TX,20145.0,19355.0,4.0,790.0
837,Erie,70739.09199,167147.8227,0.435201854,0.0,919040,NY,451194.0,427193.0,5.0,24001.0
838,Erie,11079.91702,18654.42336,6.114137735,0.0,77079,OH,37356.0,35288.0,6.0,2068.0
839,Erie,34733.95353,70723.80687,25.02715277,0.0,280566,PA,134748.0,127337.0,6.0,7411.0
840,Escambia,12569.71767,16645.66809,1311.948915,0.0,38319,AL,14597.0,13571.0,7.0,1026.0
841,Escambia,47934.03046,88773.77174,273.6354434,0.0,297619,FL,138136.0,130409.0,6.0,7727.0
842,Esmeralda,233.9774764,233.9774764,227.09404069999997,227.09404069999997,783,NV,530.0,507.0,4.0,23.0
843,Essex,38204.47102,96329.82312999999,0.0,0.0,743159,MA,407869.0,387516.0,5.0,20353.0
844,Essex,7672.005018000001,61363.77915,0.0,0.0,783969,NJ,375066.0,349110.0,7.0,25956.0
845,Essex,8556.001451,10131.33002,227.48060049999998,0.0,39370,NY,17409.0,16363.0,6.0,1046.0
846,Essex,3194.382336,3438.6941090000005,488.56624320000003,0.0,11151,VA,5511.0,5214.0,5.0,297.0
847,Essex,2464.538396,2556.3312809999998,746.3574007999999,0.0,6306,VT,2755.0,2596.0,6.0,159.0
848,Estill,6342.0638229999995,7039.482220999999,16.12396027,0.0,14672,KY,5284.0,4963.0,6.0,321.0
849,Etowah,24149.946809999998,33620.919839999995,0.0,0.0,104430,AL,42684.0,40045.0,6.0,2639.0
850,Eureka,500.4981756,500.4981756,494.95812010000003,477.60310360000005,1987,NV,1003.0,944.0,6.0,59.0
851,Evangeline,9432.151595000001,12224.59487,656.9218372,0.0,33984,LA,13010.0,12030.0,8.0,980.0
852,Evans,2783.277051,3632.0915119999995,0.0,0.0,11000,GA,4663.0,4403.0,6.0,260.0
853,Fairfax,14695.11503,71254.56175,0.0,0.0,1081726,VA,613618.0,591702.0,4.0,21916.0
854,Fairfax,14695.11503,71254.56175,0.0,0.0,1081726,VA,12799.0,12351.0,4.0,448.0
