,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State
718,Darke,9114.168435,13099.62315,52.85202417,0.0,52959,OH
719,Darlington,19834.23622,25019.71854,4.147015904,0.0,68681,SC
720,Dauphin,41276.46361,57707.06876,0.0,0.0,268100,PA
721,Davidson,36736.188969999996,48275.757139999994,0.0,0.0,162878,NC
722,Davidson,60391.8204,163486.12900000002,0.0,0.0,626681,TN
723,Davie,10331.93131,11957.48481,0.0,0.0,41240,NC
724,Daviess,6503.5423359999995,10092.33777,0.0,0.0,31648,IN
725,Daviess,10028.607740000001,21823.20214,133.2284179,0.0,96656,KY
726,Daviess,2447.49694,2680.058111,770.8736913,0.0,8433,MO
727,Davis,2360.727862,2716.4474600000003,474.87758669999994,0.0,8753,IA
728,Davis,16609.93489,43227.96465,0.0,0.0,306479,UT
729,Davison,2037.426622,4580.2841100000005,260.4174989,0.0,19504,SD
730,Dawes,1336.368483,2878.974405,811.2643416,565.4011857999999,9182,NE
731,Dawson,5444.213085,6146.333344,0.0,0.0,22330,GA
732,Dawson,1492.529958,2074.482589,423.255614,246.8746208,8966,MT
733,Dawson,5083.722079,8067.265003,721.885956,10.67618388,24326,NE
734,Dawson,2239.336197,4798.25808,524.1842196,74.05364329,13833,TX
735,Day,1468.248501,1714.003596,1100.395246,6.929165762999999,5710,SD
736,De Baca,993.9147436000001,993.9147436000001,993.9147436000001,993.9147436000001,2022,NM
737,De Soto,8570.062740000001,10520.03723,2118.93248,0.0,26656,LA
738,De Witt,1696.093093,2852.676231,72.68759981,0.0,16561,IL
739,DeKalb,28122.49913,31679.668889999997,0.0,0.0,71109,AL
740,DeKalb,62843.42535,168201.4999,0.0,0.0,691893,GA
741,DeKalb,17601.6384,30065.1573,39.72692422,0.0,105160,IL
742,DeKalb,8122.648058,11294.86794,0.0,0.0,42223,IN
743,DeKalb,2851.9812420000003,3590.7473630000004,1745.3545170000002,0.0,12892,MO
744,DeKalb,6500.982977000001,7538.194262000001,90.48651571,0.0,18723,TN
745,DeSoto,8962.605604999999,13363.625540000001,168.20542939999999,0.006602451,34862,FL
746,DeSoto,24571.844830000002,37466.04339,433.1802541,0.0,161252,MS
747,DeWitt,4819.639805,7399.526936,470.5907034,0.0,20097,TX
748,Deaf Smith,3522.702739,7155.150231999999,275.96968280000004,50.38821268,19372,TX
749,Dearborn,10383.330390000001,11197.20483,0.0,0.0,50047,IN
750,Decatur,8065.134620000001,9376.044658,718.7861707000001,0.0,27842,GA
751,Decatur,2009.5587649999998,3134.527911,357.7277917,0.0,8457,IA
752,Decatur,4713.648393,6504.7316439999995,1000.4662390000001,0.0,25740,IN
753,Decatur,472.66584850000004,629.8486329,229.4345498,0.001293458,2961,KS
754,Decatur,4236.357951,5074.040672,318.13642660000005,0.0,11757,TN
755,Deer Lodge,1794.366451,3528.0605939999996,211.6475742,19.86705631,9298,MT
756,Defiance,6986.656496,10555.952440000001,0.0,0.0,39037,OH
757,Del Norte,6324.360978,9305.821381,852.2400034,42.89245085,28610,CA
758,Delaware,3566.001425,4599.586547999999,320.3662268,0.0,17764,IA
759,Delaware,14686.034930000002,36095.57419,0.0,0.0,117671,IN
760,Delaware,11082.82158,12576.12927,435.6799525,0.0,47980,NY
761,Delaware,11426.92257,19295.9204,0.0,0.0,174214,OH
762,Delaware,17315.93295,18735.23375,2790.583596,0.0,41487,OK
763,Delaware,20829.236569999997,71187.68368999999,0.0,0.0,558979,PA
764,Delta,6396.396764,8528.008081,140.2096785,0.000175539,30952,CO
765,Delta,6286.887422,8878.260218000001,1245.20192,109.48740959999999,37069,MI
766,Delta,1150.8309060000001,1507.502536,138.7677642,0.0,5231,TX
767,Denali,338.3124912,338.3124912,338.3124912,338.3124912,1826,AK
768,Dent,4002.232985,5330.53945,929.8995225,2.205248609,15657,MO
769,Denton,52777.48176,108522.7169,150.0762317,0.0,662614,TX
770,Denver,41455.39171,140254.8449,0.0,0.0,600158,CO
771,Des Moines,5308.966176,9927.987108,657.3863363,0.0,40325,IA
772,Deschutes,18471.95422,33398.46858,107.2283831,1.8937949859999998,157733,OR
773,Desha,3612.6386509999998,6032.432076,518.8790372,0.0,13008,AR
774,Deuel,278.52786660000004,322.6179556,143.81760369999998,0.0,1941,NE
775,Deuel,1197.456159,1197.456159,1161.98795,334.1794913,4364,SD
776,Dewey,1831.642283,1831.642283,1831.642283,1196.765255,4810,OK
777,Dewey,1278.531698,1955.690463,1004.864313,765.9133331,5301,SD
778,Dickens,620.309946,814.8648271000001,154.07252869999996,8.384648523,2444,TX
779,Dickenson,7067.53354,7530.750209000001,17.61577158,0.0,15903,VA
780,Dickey,1345.91731,1568.373987,1120.881247,888.1749675000001,5289,ND
781,Dickinson,1903.1129469999998,2848.9535260000002,55.85067647,0.0,16667,IA
782,Dickinson,3127.167287,4749.07045,881.4762882000001,0.0,19754,KS
783,Dickinson,3777.397018,5922.752733,738.9043201000001,25.36972837,26168,MI
784,Dickson,11829.95492,14367.83128,590.0989797,0.0,49666,TN
785,Dillingham,1461.435536,1526.455009,800.40912,536.2896211,4847,AK
786,Dillon,12069.23915,15669.001919999999,0.00077895,0.0,32062,SC
787,Dimmit,3274.6443329999997,4918.8711140000005,644.9739778,19.4107634,9996,TX
788,Dinwiddie,6648.8274200000005,7799.1563510000005,995.7182961000001,0.0,28001,VA
789,District of Columbia,5800.840413,65222.07825,0.0,0.0,601723,DC
790,Divide,248.677202,307.25349480000006,161.9098966,17.70102026,2071,ND
791,Dixie,6709.854254,7473.755391,452.1772785,122.1569619,16422,FL
792,Dixon,2183.993783,2183.993783,772.2284475,0.0,6000,NE
793,Doddridge,4212.674378,4377.85145,82.15002445,0.0,8202,WV
794,Dodge,6233.707406,8470.985776000001,0.0,0.0,21796,GA
795,Dodge,2028.3523690000002,2963.37442,142.7515305,0.0,20087,MN
796,Dodge,4740.256438,9231.411993000002,1240.551832,0.0,36691,NE
797,Dodge,9899.122761,15837.156330000002,0.0,0.0,88759,WI
798,Dolores,556.4263298,739.9843222999999,178.52117890000002,22.04015248,2064,CO
799,Dona Ana,65899.20444,90943.65716,2180.950649,62.36831626,209233,NM
800,Doniphan,2718.1160059999997,2718.1160059999997,1418.241887,0.0,7945,KS
801,Donley,637.1802993,870.9661882000001,190.73161330000002,1.12e-05,3677,TX
802,Dooly,5707.715120000001,6662.002603,2298.667739,0.0,14918,GA
803,Door,5029.788264,6536.404357,149.01309709999998,0.0,27785,WI
804,Dorchester,5959.185707,7716.099918000001,475.70981550000005,0.0,32618,MD
805,Dorchester,17690.941440000002,31076.148530000002,559.2618094,0.0,136555,SC
806,Dougherty,25642.60906,40129.207519999996,24.49999241,0.0,94565,GA
807,Douglas,10655.0203,20360.92008,176.2552628,3.86e-05,285465,CO
808,Douglas,22300.5789,32338.110080000002,12.72776388,0.0,132403,GA
809,Douglas,2824.030525,4432.113264,435.69463229999997,0.0,19980,IL
810,Douglas,8118.036007,28188.708039999998,1.419932901,0.0,110826,KS
811,Douglas,7139.581908,9243.42673,2328.86405,0.0,36009,MN
812,Douglas,6354.1785820000005,7181.87503,1899.4762440000002,0.0,13684,MO
813,Douglas,21552.22641,95429.07237000001,0.0,0.0,517110,NE
814,Douglas,8658.775963,9593.972256000001,668.0588318,4.443635335,46997,NV
815,Douglas,22937.09337,33780.6387,3913.00101,298.8783639,107667,OR
816,Douglas,1084.353903,1084.353903,1009.6658279999999,262.16808480000003,3002,SD
817,Douglas,10052.09389,13251.20415,1293.582551,21.38239597,38431,WA
818,Douglas,5231.207836,10031.77999,1887.545769,0.24747055699999998,44159,WI
819,Drew,4523.38947,6168.874635,768.5361641,0.0,18509,AR
820,DuPage,36481.815630000005,100650.2296,0.0,0.0,916924,IL
821,Dubois,3930.1156920000003,5832.1710969999995,307.7878493,0.0,41889,IN
822,Dubuque,9509.830125,18923.0008,50.56735708,0.0,93653,IA
823,Duchesne,3502.700374,4671.231759,1403.682739,314.1552651,18607,UT
824,Dukes,1828.974905,2567.4122350000002,14.47929737,0.0,16535,MA
825,Dundy,345.1326345,418.0889728,219.9866858,6.427737725,2008,NE
826,Dunklin,6475.971426,11705.86793,0.714055553,0.0,31953,MO
827,Dunn,1092.7385570000001,1092.7385570000001,1063.473109,937.0555904999999,3536,ND
828,Dunn,8103.155403,9889.327876000001,796.2001303,0.0,43857,WI
829,Duplin,23254.50489,26978.88932,156.5793861,0.0,58505,NC
830,Durham,23698.63913,66730.40824,7.781795107000001,0.0,267587,NC
831,Dutchess,30289.71626,44592.9006,0.0,0.0,297488,NY
832,Duval,75222.22843999999,195008.1037,0.0,0.0,864263,FL
833,Duval,3473.763754,5340.621456,1775.9693379999999,10.91185318,11782,TX
834,Dyer,11680.33455,15085.676980000002,39.82961068,0.0,38335,TN
835,Eagle,6280.035534000001,10286.592270000001,187.8214931,0.583651756,52197,CO
836,Early,4324.876171,5493.058883,249.65834300000003,0.0,11008,GA
837,East Baton Rouge,60631.37161,126102.507,62.70591564,0.0,440171,LA
838,East Carroll,1396.730789,2528.671807,345.8814661,0.0,7759,LA
839,East Feliciana,8747.016446,9245.994766,320.71230089999995,0.0,20267,LA
840,Eastland,3970.786862,6374.880773,1636.3013130000002,0.0,18583,TX
841,Eaton,14536.044,20205.69581,6.845125277,0.0,107759,MI
842,Eau Claire,13014.5797,25022.244609999998,170.176862,0.0,98736,WI
843,Echols,1963.914656,2163.607959,108.8148185,8.526120577999999,4034,GA
844,Ector,18164.01632,38887.102530000004,1084.692774,2.0312799669999997,137130,TX
845,Eddy,320.70540980000004,421.0633869,227.9654415,79.62591422,2385,ND
846,Eddy,10423.05451,16588.456140000002,1205.670263,118.6283291,53829,NM
847,Edgar,3894.458492,5535.949522,1599.869533,0.0,18576,IL
848,Edgecombe,17081.25273,23400.18548,0.0,0.0,56552,NC
849,Edgefield,7486.169440000001,10301.08899,436.9261887,0.0,26985,SC
850,Edmonson,4546.652293,4834.9414990000005,97.18448499,0.0,12161,KY
851,Edmunds,814.0352947,852.306264,708.8861557,261.9685335,4071,SD
852,Edwards,1087.981967,1338.3525140000002,264.024029,0.0,6721,IL
853,Edwards,452.8601017,592.6987748,151.8419447,7.869154622000001,3037,KS
854,Edwards,258.0118773,561.8096753,201.83044219999996,121.2133824,2002,TX
855,Effingham,12665.09306,14035.56206,49.0609208,0.0,52250,GA
856,Effingham,5618.505939,7090.442779000001,721.2757052000001,0.0,34242,IL
857,El Dorado,19231.234630000003,28540.61452,61.82224543,0.0,181058,CA
858,El Paso,67222.86994,135769.5893,4082.754086,1065.049602,622263,CO
859,El Paso,133954.9605,293315.7532,101.0822052,0.0,800647,TX
860,Elbert,2940.480118,3010.110897,1508.9716449999999,532.3202415,23086,CO
861,Elbert,8319.507429000001,9908.428265,353.0009753,0.0,20166,GA
862,Elk,1441.88174,1441.88174,1436.1054279999998,615.3477159,2882,KS
863,Elk,5022.270539,7682.998881999999,20.05759049,0.0,31946,PA
864,Elkhart,24306.72265,52238.98527,0.0,0.0,197559,IN
865,Elko,4839.534842,7556.5515829999995,1148.320073,891.5694835,48818,NV
866,Elliott,4520.820625,4569.606366,10.47445306,0.0,7852,KY
867,Ellis,3198.888623,7830.379201000001,861.3833473999999,0.0,28452,KS
868,Ellis,1400.173534,1400.173534,1394.2304689999999,1168.786483,4151,OK
869,Ellis,26460.24917,36276.671610000005,10.35178864,0.0,149610,TX
870,Ellsworth,1232.718783,1745.0258170000002,716.5099395,0.0,6497,KS
871,Elmore,19029.49825,21381.87844,14.487492199999998,0.0,79303,AL
872,Elmore,5007.3278390000005,8138.476486,1380.7791140000002,918.3381421,27038,ID
873,Emanuel,9375.084531,11467.806129999999,2464.933632,0.0,22598,GA
874,Emery,2393.024444,2879.2977300000002,1320.8941869999999,384.4730396,10976,UT
875,Emmet,1162.825345,2263.0234149999997,488.9980629,0.0,10302,IA
876,Emmet,6503.806257,7493.37589,1668.2406369999999,0.0,32694,MI
877,Emmons,843.6454562000001,905.8063552000001,588.7244656,127.4275129,3550,ND
878,Emporia,197.7968228,1768.3958309999998,0.0,0.0,5927,VA
879,Erath,10781.8575,15018.10195,1188.482478,14.93617784,37890,TX
880,Erie,70739.09199,167147.8227,0.435201854,0.0,919040,NY
881,Erie,11079.91702,18654.42336,6.114137735,0.0,77079,OH
882,Erie,34733.95353,70723.80687,25.02715277,0.0,280566,PA
883,Escambia,12569.71767,16645.66809,1311.948915,0.0,38319,AL
884,Escambia,47934.03046,88773.77174,273.6354434,0.0,297619,FL
885,Esmeralda,233.9774764,233.9774764,227.09404069999997,227.09404069999997,783,NV
886,Essex,38204.47102,96329.82312999999,0.0,0.0,743159,MA
887,Essex,7672.005018000001,61363.77915,0.0,0.0,783969,NJ
888,Essex,8556.001451,10131.33002,227.48060049999998,0.0,39370,NY
889,Essex,3194.382336,3438.6941090000005,488.56624320000003,0.0,11151,VA
890,Essex,2464.538396,2556.3312809999998,746.3574007999999,0.0,6306,VT
891,Estill,6342.0638229999995,7039.482220999999,16.12396027,0.0,14672,KY
892,Etowah,24149.946809999998,33620.919839999995,0.0,0.0,104430,AL
893,Eureka,500.4981756,500.4981756,494.95812010000003,477.60310360000005,1987,NV
894,Evangeline,9432.151595000001,12224.59487,656.9218372,0.0,33984,LA
895,Evans,2783.277051,3632.0915119999995,0.0,0.0,11000,GA
896,Fairbanks North Star,15686.081519999998,19774.23645,666.4714071000001,96.12318315,97581,AK
897,Fairfax City,0.0,785.5965261,0.0,0.0,22565,VA
898,Fairfax,14695.11503,71254.56175,0.0,0.0,1081726,VA
899,Fairfield,27374.5476,92049.02928,0.0,0.0,916829,CT
900,Fairfield,22608.82005,31202.09645,3.132876393,0.0,146156,OH
901,Fairfield,7748.261890000001,9533.714161,1263.910643,0.0,23956,SC
902,Fall River,1783.9093579999999,2378.924321,598.9868771,317.8273997,7094,SD
903,Fallon,280.36021339999996,523.6955802,155.6501436,39.58828362,2890,MT
904,Falls Church,10.22687662,764.0634286000001,0.0,0.0,12332,VA
905,Falls,5667.033049000001,7808.117622,2627.417339,0.0,17866,TX
906,Fannin,8692.454179,9525.207277,9.066940094,0.0,23682,GA
907,Fannin,8720.018706,9994.906442,2687.286104,17.44961839,33915,TX
908,Faribault,2920.237102,3934.283856,781.3483316,0.0,14553,MN
909,Faulk,1030.3042289999999,1030.3042289999999,1029.401213,793.74447,2364,SD
910,Faulkner,28164.37933,35864.07185,329.5014582,0.0,113237,AR
911,Fauquier,7664.156593000001,9024.959936,74.47642137,0.0,65203,VA
912,Fayette,5024.007026,6590.167836,75.28644126,0.0,17241,AL
913,Fayette,11859.87683,15476.85504,0.0,0.0,106567,GA
914,Fayette,3315.176982,5716.704350999999,298.9362983,0.0,20880,IA
915,Fayette,6445.996984,8038.558585,1957.602032,0.0,22140,IL
916,Fayette,5369.141709,7433.478175,52.90225808,0.0,24277,IN
917,Fayette,21869.29679,72824.86748,0.0,0.0,295803,KY
918,Fayette,4574.071886,8407.437815000001,0.0,0.0,29030,OH
919,Fayette,33527.70986,50253.2905,800.3199515,0.0,136606,PA
920,Fayette,9456.255409000001,10940.945909999999,1585.1266970000001,0.0,38413,TN
921,Fayette,4696.484163,6984.225694,2053.172765,3.787531656,24554,TX
922,Fayette,15446.93294,18824.831000000002,230.5671414,0.0,46039,WV
923,Fentress,7422.890378,8509.29555,27.37324107,0.0,17959,TN
924,Fergus,2576.983044,3859.941676,1345.584646,620.9495863,11586,MT
925,Ferry,2820.0570629999997,2984.097737,1719.793277,669.9823963,7551,WA
926,Fillmore,4079.1028549999996,5317.891133,135.32970590000002,0.0,20866,MN
927,Fillmore,1152.0595130000002,1359.1716390000001,479.6113493,0.0,5890,NE
928,Finney,5718.0447460000005,9201.250794,477.81935610000005,58.54491449,36776,KS
929,Fisher,796.7545857000001,999.7212073999999,230.0307171,0.0,3974,TX
930,Flagler,22085.44819,28086.78894,76.04741727,0.0,95696,FL
931,Flathead,15707.85127,23701.494730000002,1126.719334,230.89275189999998,90928,MT
932,Fleming,5354.262111,5961.263368,434.51765539999997,0.0,14348,KY
933,Florence,34368.83665,46408.75032,0.0,0.0,136885,SC
934,Florence,1737.872912,1780.1532670000001,984.5838864,2.257169068,4423,WI
935,Floyd,23024.01225,34149.21876,21.05716426,0.0,96317,GA
936,Floyd,2882.16628,4226.78729,667.3908265,0.0,16303,IA
937,Floyd,5642.170245,14449.75834,0.0,0.0,74578,IN
938,Floyd,18875.31455,20449.571809999998,0.0,0.0,39451,KY
939,Floyd,491.9751334,1571.438299,87.65818107,6.433715241,6446,TX
940,Floyd,5000.795709,5220.874333,1650.653003,0.0,15279,VA
941,Fluvanna,4176.873203,4432.770304,5.316009532,0.0,25691,VA
942,Foard,708.0995614,708.0995614,708.0995614,571.24918,1336,TX
943,Fond du Lac,10655.904209999999,19640.36691,233.28511,0.0,101633,WI
944,Ford,1369.371726,2488.719453,398.2187703,0.0,14081,IL
945,Ford,6810.838387000001,10892.08022,826.0907562000001,358.912939,33848,KS
946,Forest,2104.160592,2430.058189,41.69673226,0.0,7716,PA
947,Forest,3311.3559960000002,3506.3100229999995,1613.547605,76.57551463,9304,WI
948,Forrest,16255.83904,27469.91242,852.9216249,0.0,74934,MS
949,Forsyth,18326.982669999998,24354.348980000002,0.0,0.0,175511,GA
950,Forsyth,50577.03811,93051.89212,0.0,0.0,350670,NC
951,Fort Bend,72108.74315,109505.3117,493.3152399,0.0,585375,TX
952,Foster,376.493976,728.8831406,183.4624336,86.19217798,3343,ND
953,Fountain,3308.908903,4511.1329049999995,138.6320658,0.0,17240,IN
954,Franklin City,2024.675576,3800.6780329999997,0.0,0.0,8582,VA
955,Franklin,8860.851540000001,12397.80304,361.826757,0.0,31704,AL
956,Franklin,6268.125572,7662.2286540000005,619.9564584999999,0.128568064,18125,AR
957,Franklin,3712.9720820000002,4650.513255,52.40227294,0.0,11549,FL
958,Franklin,6812.637515,8055.895740999999,96.64581683,0.0,22084,GA
959,Franklin,1773.163605,2470.712943,389.896509,0.0,10680,IA
960,Franklin,3566.470414,4413.765761,384.71850930000005,30.99849389,12786,ID
961,Franklin,9194.212844,13458.60353,270.57822539999995,0.0,39561,IL
962,Franklin,5658.344443,6079.689893,913.9694967,0.0,23087,IN
963,Franklin,6026.666497,6800.369047,614.5012519999999,0.0,25992,KS
964,Franklin,7668.314398,12480.70245,52.23410273,0.0,49285,KY
965,Franklin,6269.270186,8908.020198,489.3778348999999,0.0,20767,LA
966,Franklin,12625.71102,14457.03861,57.22222175,0.0,71372,MA
967,Franklin,8832.014121,10217.50712,45.691058899999994,2.539102066,30768,ME
968,Franklin,17102.89083,23993.85223,358.7729965,0.0,101492,MO
969,Franklin,3371.0470939999996,3864.810265,1288.718855,0.0,8118,MS
970,Franklin,18687.005269999998,20780.37042,1061.128053,0.0,60619,NC
971,Franklin,879.9573222000001,935.5914446,617.0789940000001,0.0,3225,NE
972,Franklin,12966.35651,15135.629019999998,1806.498347,4.10939719,51599,NY
973,Franklin,79671.58602999999,248641.8598,0.0,0.0,1163414,OH
974,Franklin,23753.84771,32734.96462,941.8878109999999,0.0,149618,PA
975,Franklin,11479.5387,13366.08162,1458.670309,0.0,41052,TN
976,Franklin,2334.997552,3083.54046,113.7870178,0.0,10605,TX
977,Franklin,18945.208130000003,19687.21474,2351.312923,0.0,56159,VA
978,Franklin,8546.703234,10691.07318,322.0045063,0.0,47746,VT
979,Franklin,14487.435780000002,21785.6062,2017.546507,17.40479896,78163,WA
980,Frederick,11071.39181,20872.21965,0.0,0.0,233385,MD
981,Frederick,10124.73648,14454.26553,327.226745,0.0,78305,VA
982,Fredericksburg,1519.3315710000002,5695.554817,0.0,0.0,24286,VA
983,Freeborn,6386.28143,8418.369065,145.3057842,0.0,31255,MN
984,Freestone,5148.789393,6125.405068,1179.779371,0.0,19816,TX
985,Fremont,8972.11154,13156.38675,1030.670951,48.53471354,46824,CO
986,Fremont,1736.631502,1789.765173,1016.006634,0.0,7441,IA
987,Fremont,3462.4608869999997,4664.575264,356.51673239999997,117.2448485,13242,ID
988,Fremont,8224.824768,11643.24772,1235.782476,253.49223360000002,40123,WY
989,Fresno,93923.78355,255871.7582,10180.28407,70.88670968,930450,CA
990,Frio,3125.304599,5723.855457,177.72349319999998,11.46206621,17217,TX
991,Frontier,1046.964625,1046.964625,1046.964625,737.3213138,2756,NE
992,Fulton,5086.424352,5484.304181,728.0261699,0.0,12245,AR
993,Fulton,73318.61409,195864.8751,0.0,0.0,920581,GA
994,Fulton,5622.476257,8517.76208,1228.776275,0.0,37069,IL
995,Fulton,5783.202676,7517.1991,450.20370639999993,0.0,20836,IN
996,Fulton,1177.13771,2311.820155,1.220742112,0.0,6813,KY
997,Fulton,9450.901349,15174.48694,46.26762627,0.0,55531,NY
998,Fulton,8115.786646,10219.36397,0.012551037,0.0,42698,OH
999,Fulton,4102.548858,4475.835557,669.4418481,0.0,14845,PA
1000,Furnas,1369.58765,1447.704334,978.0708762,4.0524530830000005,4959,NE
1001,Gadsden,16368.841830000001,20110.63627,304.3714825,0.0,46389,FL
1002,Gage,2739.647023,4556.43213,576.3802528,0.0,22311,NE
1003,Gaines,3992.9472060000003,5886.725902,240.788654,0.281429149,17526,TX
1004,Galax,203.8032562,1657.603309,0.0,0.0,7042,VA
1005,Gallatin,2172.465636,2172.465636,1823.618927,0.0,5589,IL
1006,Gallatin,2876.245968,3227.571609,0.0,0.0,8589,KY
1007,Gallatin,12558.209929999999,16557.59665,2384.75748,936.7964529999999,89513,MT
1008,Gallia,10945.48048,12595.71257,447.18674230000005,0.0,30934,OH
1009,Galveston,35155.14841,65818.29461,994.778408,0.0,291309,TX
1010,Garden,905.2626512,905.2626512,903.9667097000001,816.0626306,2057,NE
1011,Garfield,6937.012331999999,10442.26738,92.19303952,22.84685371,56389,CO
1012,Garfield,295.4920263,299.1157137,231.5730391,173.9993311,1206,MT
1013,Garfield,112.71866670000001,154.57209469999998,27.88360769,5.208267033,2049,NE
1014,Garfield,8409.426931999998,18737.05993,1134.272986,0.0,60580,OK
1015,Garfield,1059.385351,1334.263534,569.3601295,449.72518949999994,5172,UT
1016,Garfield,817.2410603,817.2410603,814.6302024,663.0126859000001,2266,WA
1017,Garland,25947.59283,35303.94295,842.7085164999999,0.0,96024,AR
1018,Garrard,7010.225375,7010.225375,447.042463,0.0,16912,KY
1019,Garrett,8163.685797,9515.121196,46.58573768,0.0,30097,MD
1020,Garvin,8116.361352,10081.81048,3322.939171,19.558460600000004,27576,OK
1021,Garza,389.86273450000004,1703.976211,69.61968237,3.133296304,6461,TX
1022,Gasconade,3182.185387,3871.150129,352.8029769,0.0,15222,MO
1023,Gaston,37012.580480000004,60712.33002,0.0,0.0,206086,NC
1024,Gates,4293.833636,4505.3760950000005,2.3407419519999997,0.0,12197,NC
1025,Geary,6521.892885,9854.040178,35.51315802,0.0,34362,KS
1026,Geauga,17455.48925,19442.45887,3.762331843,0.0,93389,OH
1027,Gem,4143.555746,5880.409633,421.7480657,54.29408281,16719,ID
1028,Genesee,54407.392739999996,110094.469,0.0,0.0,425790,MI
1029,Genesee,9140.727414,13797.833040000001,0.0,0.0,60079,NY
1030,Geneva,8347.778795999999,10518.47378,5.960457932000001,0.0,26790,AL
1031,Gentry,1207.702491,1822.8020629999999,89.25636423,0.0,6738,MO
1032,George,6904.443334999999,7915.10775,956.998442,0.0,22578,MS
1033,Georgetown,15179.51914,20340.55147,1625.686535,0.0,60158,SC
1034,Gibson,4708.92791,6875.745751,93.33533185,0.0,33503,IN
1035,Gibson,12576.9644,17400.44584,8.783868349,0.0,49683,TN
1036,Gila,14696.138190000001,19705.76072,2957.842193,435.4477296,53597,AZ
1037,Gilchrist,5974.493565,6556.971669,31.21130474,0.0,16939,FL
1038,Giles,7529.844637,9838.768082999999,1216.957292,0.0,29485,TN
1039,Giles,4466.344172,5106.147478,43.48148888,0.0,17286,VA
1040,Gillespie,3946.834804,5962.233777,564.8248295,0.0,24837,TX
1041,Gilliam,458.51105939999997,479.4936756,400.24715289999995,289.70799680000005,1871,OR
1042,Gilmer,11251.46853,12238.45063,58.448437,0.0,28292,GA
1043,Gilmer,3633.9226670000003,4152.436017,310.5949625,0.0,8693,WV
1044,Gilpin,1323.940134,1323.940134,0.0,0.0,5441,CO
1045,Glacier,2801.7273149999996,4715.249919,1072.057787,468.9761927,13399,MT
1046,Glades,2961.081115,3636.2163509999996,807.2006579,0.0,12884,FL
1047,Gladwin,8239.824494,9383.137848999999,682.2915495,0.0,25692,MI
1048,Glascock,1243.081412,1243.081412,899.9044807,0.0,3082,GA
1049,Glasscock,329.8004306,329.8004306,323.8176333,250.2410883,1226,TX
1050,Glenn,6020.299933,9194.003721,435.9836111000001,58.00173432,28122,CA
1051,Gloucester,31610.701719999997,46127.52712,0.0,0.0,288288,NJ
1052,Gloucester,6206.568097,7750.194048,0.0,0.0,36858,VA
1053,Glynn,12982.32545,21933.61288,150.88296540000002,0.0,79626,GA
1054,Gogebic,3664.4859109999998,5264.9959420000005,1137.5660699999999,87.95716379,16427,MI
1055,Golden Valley,349.82412220000003,349.82412220000003,349.82412220000003,329.6696315,884,MT
1056,Golden Valley,323.25895360000004,482.9678403,195.2941909,40.2122426,1680,ND
1057,Goliad,1272.154463,1862.063634,568.7616423999999,0.0,7210,TX
1058,Gonzales,5688.280116,7862.076872,1780.400264,4.436756324,19807,TX
1059,Goochland,3811.0084049999996,3978.566509,436.4928409,0.0,21717,VA
1060,Goodhue,6114.945536,8239.618008,784.7499932,0.0,46183,MN
1061,Gooding,3554.8662340000005,4669.820244,756.1094651000001,0.0,15464,ID
1062,Gordon,16455.20201,19502.12653,0.448484465,0.0,55186,GA
1063,Goshen,2865.581121,4266.472822,1061.275415,335.1335723,13249,WY
1064,Gosper,734.4560182,734.4560182,409.5324605,0.0,2044,NE
1065,Gove,797.960324,797.960324,776.0055147,288.00269260000005,2695,KS
1066,Grady,7764.445787999999,9981.262606,317.4388858,0.0,25011,GA
1067,Grady,12426.119509999999,16755.78456,1562.7246300000002,0.0,52431,OK
1068,Grafton,15705.927569999998,20172.30787,652.9712796,0.0,89118,NH
1069,Graham,12183.04138,13521.32313,2199.546832,1752.7168,37220,AZ
1070,Graham,379.3236453,604.5701932,202.1442739,0.0,2597,KS
1071,Graham,3856.671869,4213.974649,151.7704619,0.0,8861,NC
1072,Grainger,9721.965615000001,10636.97423,0.0,0.0,22657,TN
1073,Grand Forks,8931.777162,15635.14005,1500.9350439999998,73.93628847,66861,ND
1074,Grand Isle,1564.0493390000001,1564.0493390000001,36.59057452,0.0,6970,VT
1075,Grand Traverse,12957.89652,18295.27646,0.0,0.0,86986,MI
1076,Grand,2799.275468,3288.9426489999996,635.7271196,603.9856552,14843,CO
1077,Grand,1502.650427,2431.178795,73.24712952,28.97368798,9225,UT
1078,Granite,1179.6183230000001,1192.848848,674.0751029,74.84391679999999,3079,MT
1079,Grant,3946.950519,4702.24276,633.9442477000001,0.0,17853,AR
1080,Grant,11334.679059999999,20212.82935,122.3943263,0.0,70061,IN
1081,Grant,801.8152729,1816.6674890000002,150.57734580000002,0.0,7829,KS
1082,Grant,9515.557902,9813.2551,882.6710829,0.0,24662,KY
1083,Grant,7910.751554,8269.433452,1675.466633,0.0,22309,LA
1084,Grant,1683.3032309999999,1929.5757879999999,1016.921891,0.0,6018,MN
1085,Grant,529.0259253,545.2562306,386.420179,121.30078519999999,2394,ND
1086,Grant,243.72518939999998,243.72518939999998,243.72518939999998,243.72518939999998,614,NE
1087,Grant,7515.069815000001,9822.77831,1171.496729,417.5833318,29514,NM
1088,Grant,1276.250924,1367.111765,1084.082189,0.0,4527,OK
1089,Grant,2211.44283,2452.477469,1320.4310699999999,571.3888234,7445,OR
